restaurant_id,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche
jLxeBgWhLRbII2ACkgH1Sg,7:0-17:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0
orGCyrtYZl9JOV5XIgxJEg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
FMnH5WIRLyexBYMBUUnDxQ,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
cepfJZIv0iLj1fDs8LdYZg,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
Z1HnNAGBt0y9uZX1a1_9sQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
ADyDd_5KBcQc0s3gB381yg,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,9:30-21:30,10:0-19:0
85-hoogKT4MR5eTqffpxAA,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-16:30
9YF-nxh6xDUvMoOGWSDLkg,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0
SIBaomIYVvsMU0GTuqX4vQ,0:0-0:0,15:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
o65tYlxYwa8xkEoMr3HwWQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:0-21:0,10:0-19:0
rFs6RvMB5QYR1WwPCtchiw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,14:0-22:0
aSHTlWB56c3bWOsRDIj_Hg,0:0-0:0,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-15:0
4FaRTjXXFdfs1Nn29V9kAg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
rmD9BPsucgR4q3WiygrjEA,0:0-0:0,8:0-22:0,8:0-22:0,8:0-22:0,7:0-18:0,8:0-23:0,8:0-22:0
N4AIlY5runouWKCMurrnvQ,0:0-0:0,11:0-20:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
a_HejZvHvG2IM7ri1CnlYA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
IfUPAiF3qMPi27gi-_UZzg,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,10:0-19:30,11:0-18:0,11:0-18:0
ibNxVcSE7peefvDUGEFvzQ,11:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
aWNgOGiyf9jJxWHUd_by-Q,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Et9tn7nEpEs043pQVa2HZg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,16:0-22:0
-_hk47bgWLbX0SfvBUkoPQ,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0
gB4JpmmLKClE1ZFAwFWBJQ,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0
dht_FLsWVuO6TJeuLqY97g,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
yLiaMaJFq03JxXPk4puloQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
jB4mDYca1nhTKe4TzGraKA,16:0-0:0,16:0-1:0,16:0-1:0,16:0-1:0,11:30-2:0,11:0-2:0,11:0-1:0
24IRm_qaeKN5gFVdPb_s8g,7:0-21:0,7:0-21:0,7:0-9:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
X02Unmqi8Scq-CL441T2sQ,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,11:0-20:0,11:0-20:0
SxelcKtJlN6X2Vlak0wXHw,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,8:0-21:0
ZzF5098L4xg-0COjng2LVA,0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-18:0,11:30-20:0
A-apTF3JfkUPR_oeazZC1Q,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,11:0-17:0
v8Y1Cpdya8H_3noy2M-3Hw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,10:0-2:0,10:0-1:0
T5UBAJt5Kod_wQGbH6m9hA,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0
lG759ODx7tj6wbS7rYip1g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:30-22:30,11:30-22:30
hgc-YJELr_899ExB92z6jw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
W7LceFeOx-8rLLwgXc8UMw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
Nxg73OigmRQQq0d1pKtkUQ,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-5:0,10:0-5:0,10:0-0:0
c9eUmcKIfgDaF-WUv4ILVw,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
jUgUFVZzyD6MOlLnB2vJPg,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-22:0
PmQqj0wAnraXPuPSZCzEZQ,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
aSWwfZ38Vi-805mMEXH_lg,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:30,7:0-15:30
5ma1OUQWy_Ds80xUiP7JPQ,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-3:0,11:30-3:0,11:30-1:0
QUxzvPrcWSXCKtYcneXIVA,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:30,10:30-21:30,11:0-21:0
Yl2TN9c23ZGLUBSD9ks5Uw,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
KWM6C4g9x7Fnmjdz8H18sw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0mGYvAFGxH9bGRqYHxS0BQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-21:30
_3FxLxdg1unUQc3QqIgJuA,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
VRTQMh7wVgmzg96YttL3mQ,10:0-0:0,11:0-23:0,15:0-0:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-0:0
ibFdignja_hNpgCjDYP7Ug,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Y14TOXSN40oWw7d5mPEkNA,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-17:0
ATpYld8anPooG-j2_EU-5Q,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-18:0
5RzR64HqnLRHo-MpZ129mQ,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:30,17:0-21:0
SlBl7jXhgv85tkuoTz9IOw,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-0:0
jCNBZnkIFv_0omLVTgNR6Q,11:0-0:0,11:0-0:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0
dc3uoAmNo5STqKV6mlD_aA,7:30-2:0,7:30-2:0,7:30-2:0,7:30-2:0,7:30-2:0,7:30-2:0,7:30-2:0
tngl2VZ4VGpK3qFpmU0NMw,11:30-0:0,11:30-0:0,11:30-0:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-0:0
Gen0ei06dGq13OJ8DRXUjg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
B7wVtgjOxkFNOoD6S11Urw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
q2PUogtjncgsNn-pLzw5HQ,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,6:0-0:0,5:0-0:0
FQr_scgz9a4sXTdRS4d3mg,8:0-22:30,8:0-22:30,8:0-22:30,8:0-22:30,8:0-23:0,8:0-23:0,8:0-23:0
VrIskBdLuRxS0HsSimJOhA,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,11:0-23:0
ujPuhQdg8-GCJQg6BoRJtA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-21:0,12:0-21:0
zN4f3aLeCuIhCTPRH0di-A,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,16:0-22:0,11:0-21:0
JJAwT9R6Fp2yyWHtWFA8uQ,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,11:30-1:0,16:0-1:0
luJ2N0iMnfmqmj4ksl58HA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-2:0
-mjUxlW8Lyyq0t3GWvD3EA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
odQGs2Rv0nC0fHh4Gfp2iA,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:0-21:30
wHq1efQVz17338k_aUOX3w,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-0:0,7:0-0:0,7:0-21:0
bo05yEhBVDA6YFOST_Gqlg,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
nwHd2MbIGz0SNG8GpFjekw,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0
Q8-4uLtLJeXHJZZsr2Zexw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0
axX1hO_lEn9C-na3mMN4Aw,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-0:0,16:0-0:0,16:0-23:0
vcdgxeTfjFW9SXJmuUVOOg,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
Lyzr1uckXL0U-iBoMc0yfg,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,11:30-23:0,12:0-22:30
SFaCcwpIKjrpnT1IjzEDdg,0:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,9:0-17:0,20:30-0:0,16:0-23:0
KT2E2HQtb0HA0zsjbVp2BQ,0:0-0:0,15:30-0:0,15:30-0:0,15:30-2:0,15:30-2:0,15:30-2:0,17:0-0:0
YTCCJ3ShO-zg0dlx1nk6dw,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:30,17:0-22:30,17:0-22:0
LBHbyID7tcaGszznHtnCrw,0:0-0:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-16:45
_jGyZz4v9dedx_LIdJHulw,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Ntu_fC4eFSPsNbssHKEg2Q,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-6:0
wNJpk_DvWyqEJfNXhpr2WQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
GmGvbDABaGvcKe_jIDvq6w,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0
VfCN3rPIFyvJPKia1TecGw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,9:30-21:0,11:0-18:0
lOKgoQtMhnlf6hWvrOiMtQ,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
S7jW3urXh4dal_OgycrxVQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
7cMnc_zSPenfSQa9_199CA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-23:0,10:0-23:0,10:0-21:0
iwzVhM5CirzkNS5wTxwZeA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,16:0-22:0,16:0-21:0
-H5Qoimm5siEJ4RSU4FyHQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:30-18:0,10:30-18:0
OY-QPfMdLueBtJgne_9KzQ,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-23:0,10:0-22:30
42yLya7lhe7TQGz3KEdKAw,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,10:30-22:0,10:30-21:30
JlMTixvNQ5bUGSxF12TLdw,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0
zZLC1NfOQMfkqCHRWEq69w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
k-oXgIdQlBe9rn8rWfRUdw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-21:0
pyqnGlIfP9Zw8LLxBjyAiA,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,17:0-23:0
UWXggIA0t4Pp_xc57niKTg,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,9:0-22:0
c8DsYusKjQYUxnTj9BtVvA,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
kP17pirKRGLq-qZFDt-Uog,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Doqz6-NiXEPhr28koWESKw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
3nCK-90bwHpXMzeHJUi-Sw,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-3:0,9:0-3:0,9:0-23:0
H9Ht6OgTMl3PZoX60OzCew,11:0-13:0,11:0-13:0,11:0-13:0,11:0-13:0,11:0-15:0,11:0-15:0,11:0-13:0
UE3AvVnaPEBPneVahYT2eA,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
o3dA9fcwg84luw9yamk7wQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0
jIDnLUpdKQCYtvT7wT7mJg,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
4X0KWUPcD2EkHN83aa4cXg,7:0-2:0,7:0-2:0,7:0-2:0,2:0-2:0,7:0-6:0,7:0-6:0,7:0-2:0
j29tuUdrfaxmGjwxHdHZPA,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0
9MVKjEMN5T59uzG1xoD2BQ,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-20:0
8IblwilNlenDVwBbEzQEVg,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,12:0-21:30
V_XIK99ysZ2yjc6TUiPw2Q,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0,12:0-4:0
gTedBMNAi5pBy0amenPOYQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
qXk2CS1-6jKTKpMUIgN9kQ,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0
Gbj5eesDWGgjqhjDX-Rjjg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
lXCmTGagqHuPgaeN2g2P1Q,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,10:0-23:0
50NTSGbZ3pN5643_K1IReA,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-21:30,11:0-21:0
DQbbE26lEFq4rEFSaEEhRg,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30
p5rpYtxS5xPQjt3MXYVEwA,9:30-19:30,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:30-14:30
a5d_-h81d0OjN24Duxh-Rw,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0,10:0-22:0
gpN0iUpDl7BN2IUwzB7oMQ,12:0-21:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,16:0-22:0
mcWAIj1u1S-QDBhB7CiIdQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
OJqLCq4_ww7jGxiGnTwC-Q,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:30,11:0-2:0,11:0-0:0
3awTUGMdUVrwEBkFFOxn9Q,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,16:0-21:0,12:0-19:0
GSBvHOu7vM6IWFqXTbR_4A,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-22:0,11:0-22:0,11:0-20:0
eh127ASMZstrELE0K0XADw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-21:0
HSoKTWnsu7f3yvywWvBQ4w,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-18:0
h9r-Uif_y0b6x80IJFzXLA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
UT6L3b7Zll_nvRidijiDSA,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-3:0,11:0-3:0,11:0-1:0
mwE5uNVkxCXvEuVa1KQ_3g,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
hAhvkwAjzvuzxrfu4XI_PA,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:30,10:30-23:30,12:0-22:30
6xHAfmlqlpjm9retP20woQ,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
lwxYmWqjmEZ0ukCsXC9Pfg,11:0-2:0,11:0-23:0,11:0-1:0,11:0-22:0,11:0-2:0,11:0-2:0,11:0-1:0
tOL8YMFVyPiXkSYv06AZsQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
WlqxMI84U-Cku3Qs-tJUJQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
7gjYJ6leqm2IMJXNpKvIlw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-21:0,11:0-18:0
9edPSkfXKsJmkZYIaOmA7Q,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0
kblFxfo_xnMUZF0U0aGXQw,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:30-21:30,11:30-20:30
5R7dT5TPfNsOMenkbHiYbQ,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,11:0-20:45,11:30-20:0
XdhoZK1LYGYmmnUwpFNV-w,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
fk9-GzfKDCESiP9Zp8XfzA,8:0-1:0,8:0-1:0,8:0-1:0,8:0-1:0,8:0-2:0,8:0-2:0,8:0-1:0
ZRdHKIjiIa0k5-ufCLyIaQ,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Sovgwq-E-n6wLqNh3X_rXg,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-0:0,9:0-0:0,9:0-23:0
O9O0tmaFq4_n4jEENEc1NQ,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,9:0-18:0,9:0-18:0
42-UJ-c_97IeqUc6BWjmnA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
avdZfgCUrkirUbizXZGMAw,11:30-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:30-21:0
pxv5jBUOgsg6Rf6Z88e4mg,0:0-0:0,15:0-22:0,15:0-0:0,15:0-22:0,15:0-0:0,10:0-0:0,10:0-22:0
GHS1rVjO-RMcRB6WJLpCDQ,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-20:0
giCq1MmW-_S2tvNOAHvJcQ,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,12:0-15:0
v8KJxkaqdahn90r7chXQZg,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-19:0
Asy49gKgikq_NkYsC_7c0Q,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-18:0
rzSpnojxrHra_wFeN5KpMQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-21:0
YFamMJYgBmsFKj6x6xR_jg,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,9:0-16:0,9:0-16:0
0i3oD3DqaxaHS22NbmGeCw,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30,9:30-21:30
uIbZjRRqR1OR-t2NBCa1Wg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
6NVkLU4d556yKNUPqDjjlg,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-23:0,9:0-23:0,9:0-22:0
mU3vlAVzTxgmZUu6F4XixA,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
TG-5UF3tHSP9xSq5L6b1Zg,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,11:0-23:30,11:0-23:30,11:0-22:30
poSV39UqEg-gpESXafS9-g,11:0-20:0,11:0-21:0,11:0-18:30,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Gt4z3AylNTsEPDkzkaC7HA,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
vFTKENEf3AxbodEshK5W2A,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
opKWjqkJH2_cq_9t3r1RSw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-19:0
LzYy9DdprXyI2zXNSP267g,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
Dl2vgi5W_nbe-A97D0zgfA,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0
oOGLDf2rzeCPS7UQ8hhPlQ,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,12:0-22:0,12:0-21:0
y1-dT-QJa-iGmirS6zA3oA,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0
XXW_OFaYQkkGOGniujZFHg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
bNynUUb2uYtHGLSD7mS3Bw,0:0-0:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
webM3oChwDCkzZEmjrSeHQ,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,8:30-16:0,8:30-16:0
OVTY-NpcTA7iXbMQmusv3A,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,10:0-23:0
wwgH65yjLssksjz8ASU3QA,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
ruWTngdiC68O9la27hvvHw,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-2:0,17:0-1:0
ZNVCrUxpMQPxO40hamEaKg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
m2hz26KM3kLN_AS5CcEjPg,16:0-3:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,11:0-15:0
Ph-ZxS3WrhwjlIC07fo-Aw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
ti1bb30WwnkDLuVvpTM6fQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,9:0-22:0,9:0-22:0
MD4Pa7A3EyQDwscwCQqnmQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:0
K7ESHh6Uh5NptgI5bfsShQ,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,10:0-21:0,10:0-21:0
TLfBvo601IBNSkvymQnnZQ,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0
2XUYdiTgCsDE0k61QC422A,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
oE-vW0S6wRh0YVki7_pVBA,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30,10:0-20:30
t4bBKVXbr8bIN9nEJIobYg,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
lo8WwqKogC-kz4toRvkdUQ,11:30-22:30,11:30-22:30,11:30-22:30,11:30-23:0,11:30-23:0,11:30-23:0,11:30-22:30
